Michael Nicosia,Co-Founder & COO,Salt Security,https://www.youtube.com/watch?v=g3LhSzFiz1c,10
Mick Hollison,Founder & CEO,Redline Advisors,https://www.youtube.com/watch?v=uHlrQWbdP7A,10
Bernd Greifeneder,Chief Technology Officer & Founder,Dynatrace,https://www.youtube.com/watch?v=6bBI-WZYvTo,10
Vinny Choinski,Founder & Principal Analyst,Triptych Info,https://www.youtube.com/watch?v=iCQQVfUQKwk,10
Shlomo Kramer,Co-Founder & CEO,Cato Networks,https://www.youtube.com/watch?v=3_Y-QFr_U7k,10
Sarbjeet Johal,Founder & CEO,Stackpane,https://www.youtube.com/watch?v=zF9IycsTdsA,10
Dinakar Munagala,CEO,Blaize,https://www.youtube.com/watch?v=bQbV1drI4Sw,10
Abhay Parasnis,Founder & CEO,Typeface,https://www.youtube.com/watch?v=U1jdmFW7-f4,10
Tommy McClung,Co-Founder & CEO,Releasehub,https://www.youtube.com/watch?v=CQEM0li5rmQ,10
Bill Largent,CEO,Veeam,https://www.youtube.com/watch?v=OdrhPIBgZoE,10
Karin Toubba,CEO,Kenna Security,https://www.youtube.com/watch?v=8NBAkJMA0sM,10
Samantha Choi Cadley,CEO,Manual Labor Studio,https://www.youtube.com/watch?v=Q0_2N5hcBKo,10
Partha Seetala,Co-founder and CTO,Robin.io,https://www.youtube.com/watch?v=s7VaHEspI7E,10
Boris Renski,Co Founder and CMO,Mirantis,https://www.youtube.com/watch?v=EcxoQizrOPw,10
Stefan Willkommer,CEO,TechDivision,https://www.youtube.com/watch?v=FerBo8ZdOsU,10
Jaspreet Singh,CEO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to,10
Ben Parr,Co-Founder & CMO,Octane AI,https://www.youtube.com/watch?v=riKER3eQixs,10
Donna Johnson,Chief Marketing Officer,Inseego,https://www.youtube.com/watch?v=mwlCTdYh0uM,9
Andreas Urschitz,CMO,Infineon,https://www.youtube.com/watch?v=QUgwtmPtN8A,9
Robert Occhialini,Chief Technology Officer,World Surf League,https://www.youtube.com/watch?v=VkMVaML9yBc,9
Gabriel Romero,Chief Marketing Officer,AllCloud,https://www.youtube.com/watch?v=VkMVaML9yBc,9
Julie Neumann,Chief Marketing Officer,Honeycomb.io,https://www.youtube.com/watch?v=mIMHw1U2BPg,9
Julia White,Chief Marketing Officer,AWS,https://www.youtube.com/watch?v=cf5zcktAe4c,9
Dimitri Vlachos,Chief Marketing Officer,Spacelift,https://www.youtube.com/watch?v=frTd_wndh_U,9
Bhaskar Krishnamsetty,Chief Product Officer,Fabrix.ai,https://www.youtube.com/watch?v=3U67KyFvB5M,9
Shailesh Manjrekar,Chief Marketing & AI Officer,Fabrix.ai,https://www.youtube.com/watch?v=3U67KyFvB5M,9
Kevin Cochrane,Chief Marketing Officer,Vultr,https://www.youtube.com/watch?v=jVSpDBxDSmk,9
April Crichlow,Chief Marketing Officer,AuditBoard,https://www.youtube.com/watch?v=9N7AqZLq5ic,9
Michael Atalla,Chief Marketing Officer,UiPath,https://www.youtube.com/watch?v=OlIk0dv-kRk,9
Michael Callahan,Chief Marketing Officer,Salt Security,https://www.youtube.com/watch?v=g3LhSzFiz1c,9
Jennifer “JJ” Johnson,Chief Marketing Officer,CrowdStrike,https://www.youtube.com/watch?v=CY2-eDU4KGo,9
Amy Luca,Chief Marketing Officer,Tensor,https://www.youtube.com/watch?v=O_QD9k9UD78,9
Jyothi Swaroop,Chief Marketing Officer,DDN,https://www.youtube.com/watch?v=cUBrsLhaJ28,9
Laura Heisman,Chief Marketing Officer,Dynatrace,https://www.youtube.com/watch?v=6bBI-WZYvTo,9
Ariel Wengroff,Chief Marketing Officer,Ledger,https://www.youtube.com/watch?v=kJoFVfIjcbw,9
Alison Wagonfeld,Chief Marketing Officer,Google Cloud,https://www.youtube.com/watch?v=wpqfZCx5Dcg,9
Betty Junod,Chief Marketing Officer,Heroku (Salesforce),https://www.youtube.com/watch?v=zn9v0SeTAS8,9
Mitch Seigle,Chief Marketing Officer,Spectra Logic,https://www.youtube.com/watch?v=iCQQVfUQKwk,9
Eric Herzog,Chief Marketing Officer,Infinidat,https://www.youtube.com/watch?v=yOyt1xUZuSI,9
Jim McGann,Chief Marketing Officer,Index Engines,https://www.youtube.com/watch?v=pVI99Hl1-9k,9
Tim Freestone,Chief Marketing Officer,Kiteworks,https://www.youtube.com/watch?v=9HQ3F7uU_Wc,9
Adam Berlew,Chief Marketing Officer,Equinix,https://www.youtube.com/watch?v=ddoYgwVqZzs,9
Josh Harbert,SVP & CMO,Couchbase,https://www.youtube.com/watch?v=RxK4bplhGYw,9
Steven Van Zanen,Chief Marketing Officer,BroadForward,https://www.youtube.com/watch?v=_lN5T2TEiWY,9
Chandra Rangan,Chief Marketing Officer,Neo4j,https://www.youtube.com/watch?v=mqyji7RuLt8,9
Rachel Thornton,Chief Marketing Officer,Adobe Enterprise,https://www.youtube.com/watch?v=W2hOMY8gmaE,9
Isabelle Dumont,Chief Marketing Officer,DeNexus,https://www.youtube.com/watch?v=TCtoBjLG_hI,9
Surbhi Agarwal,Chief Marketing Officer,Applied Intuition,https://www.youtube.com/watch?v=9IW10uhF0r4,9
JB Baker,Chief Marketing Officer,ScaleFlux,https://www.youtube.com/watch?v=tnqL1xnYkQY,9
Mandy Dhaliwal,Chief Marketing Officer,Nutanix,https://www.youtube.com/watch?v=kaHLEWumVeI,9
Julie Choi,Chief Marketing Officer,Cerebras,https://www.youtube.com/watch?v=mx3BnpjFAjQ,9
Janine Gianfredi,Chief Marketing Officer,Transcarent,https://www.youtube.com/watch?v=ETrXwx0hehs,9
Carolyn Crandall,Chief Marketing Officer,AirMDR,https://www.youtube.com/watch?v=6N47AJ4X_po,9
Martina Trucco,Chief Marketing Officer,At-Bay,https://www.youtube.com/watch?v=r8Rn_oNTUAs,9
Kazuki Ohta,CTO,Treasure Data,https://www.youtube.com/watch?v=gvCBRdn2wWY,9
Ami Badani,Chief Marketing Officer,Arm,https://www.youtube.com/watch?v=NSLyy4zlD5w,9
Shelli Strand,Chief Marketing Officer,Early Growth Advisory,https://www.youtube.com/watch?v=nhH6QDu1Kvs,9
Rajan Sheth,Chief Marketing Officer,Together AI,https://www.youtube.com/watch?v=hQD76r0dnBE,9
Mark Heaps,VP of Brand & Chief Tech Evangelist,Groq,https://www.youtube.com/watch?v=6JFo7kjKhxc,9
Nishita Henry,"Principal & Global CCO, Amazon Practice",Deloitte,https://www.youtube.com/watch?v=3wKAUO6LTOE,9
Brooke Cunningham,Chief Marketing Officer,LogicMonitor,https://www.youtube.com/watch?v=vIcAdFeRykI,9
Jen Jones,Chief Marketing Officer,commercetools,https://www.youtube.com/watch?v=Vv5sPtcP9Dw,9
Vidhya Srinivasan,Chief Marketing Officer,Prophix,https://www.youtube.com/watch?v=oRw33hnEh4I,9
Gabie Boko,Chief Marketing Officer,NetApp,https://www.youtube.com/watch?v=kIDWket1tpQ,9
Alison Biggan,Chief Marketing Officer,Boomi,https://www.youtube.com/watch?v=lMuKMGo_dDw,9
Jenn Chase,CMO & EVP,SAS Institute,https://www.youtube.com/watch?v=5VFpCQnAGg8,9
Jacqueline Woods,Chief Marketing Officer,Teradata,https://www.youtube.com/watch?v=GetD8AvBwoQ,9
Leon Mishkis,COO,NewtonX,https://www.youtube.com/watch?v=GetD8AvBwoQ,9
Andy Hurt,Chief Marketing Officer,Cobalt Iron,https://www.youtube.com/watch?v=5dZjNUGXWJ0,9
Scott Baker,"CMO, VP IBM Storage",IBM,https://www.youtube.com/watch?v=Q0M71wpg9_U,9
Jennifer Johnson (JJ),Chief Marketing Officer,CrowdStrike,https://www.youtube.com/watch?v=smKbeTv-zoQ,9
Jon Toor,Chief Marketing Officer,Cloudian,https://www.youtube.com/watch?v=V5WnpOpa3ms,9
Bobby Patrick,Chief Marketing Officer,UiPath,https://www.youtube.com/watch?v=dUPuYKVOeWM,9
Tarkan Maner,Chief Commercial Officer,Nutanix,https://www.youtube.com/watch?v=goRuYv7mcC0,9
Denise Persson,Chief Marketing Officer,Snowflake,https://www.youtube.com/watch?v=T5tC_x6VkkM,9
Mike Gannon,Chief Revenue Officer,Snowflake,https://www.youtube.com/watch?v=T5tC_x6VkkM,9
Chris Powell,Chief Marketing Officer,Qlik,https://www.youtube.com/watch?v=tWk07LzBMOI,9
Margaret Dawson,Chief Marketing Officer,Chronosphere,https://www.youtube.com/watch?v=HM9rlmkH47w,9
Bill Hineline,Field Chief Technology Officer,Chronosphere,https://www.youtube.com/watch?v=HM9rlmkH47w,9
Jean English,Chief Marketing Officer,Juniper Networks,https://www.youtube.com/watch?v=1AedCr4dTdA,9
Brett Hannath,Corporate Vice President & CMO,Intel,https://www.youtube.com/watch?v=sAPATcXqel0,9
Jim Jackson,Chief Marketing Officer,HPE,https://www.youtube.com/watch?v=Yr9hzrbnw1s,9
Jeff Veis,CMO,Impetus Technologies,https://www.youtube.com/watch?v=-ZEkQAUaCgE,9
Anand Raman,CRO,Impetus Technologies,https://www.youtube.com/watch?v=-ZEkQAUaCgE,9
Jim Kruger,Chief Marketing Officer,Informatica,https://www.youtube.com/watch?v=cU2OgJtMGrs,9
Abby Strong,CMO,Cribl,https://www.youtube.com/watch?v=1ei82jxf1kw,9
Peder Ulander,CMO,MongoDB,https://www.youtube.com/watch?v=g8tEN9zNw-A,9
Ivo Koerner,CRO,IBM Storage,https://www.youtube.com/watch?v=l4obGIVgnV4,9
Eric Hanson,CMO,Mitel,https://www.youtube.com/watch?v=gyqBD2Sa_H4,9
Luiz Domingos,CTO,Mitel,https://www.youtube.com/watch?v=gyqBD2Sa_H4,9
Jennifer Johnson,Chief Marketing Officer,CrowdStrike,https://www.youtube.com/watch?v=SEiZ4c_3Wwc,9
Ian Massingham,CMO,Aiven,https://www.youtube.com/watch?v=qXNwmrolfeA,9
"Duleepa ""Dups"" Wijayawardhana",CTO,Supermetrics,https://www.youtube.com/watch?v=qXNwmrolfeA,9
David Nicholson,Field CTO,Infinidat,https://www.youtube.com/watch?v=TZ4IVk8v-oU,9
Laura Heisman,Chief Marketing Officer,VMware,https://www.youtube.com/watch?v=O6EDUm5h1XQ,9
Geoff Stedman,Chief Marketing Officer,SDVI Corporation,https://www.youtube.com/watch?v=Ml2KS1JtbuY,9
Meagen Eisenberg,CMO,Lacework,https://www.youtube.com/watch?v=7W8HKsRQ5zo,9
Rachel Thorton,Chief Marketing Officer,MessageBird,https://www.youtube.com/watch?v=5iuoFJsA-7M,9
Andrea Euenheim,Chief People Officer,MessageBird,https://www.youtube.com/watch?v=5iuoFJsA-7M,9
Asha Thurthi,Chief Product Officer,MessageBird,https://www.youtube.com/watch?v=5iuoFJsA-7M,9
Zeynep Ozdemir,CMO,Palo Alto Networks,https://www.youtube.com/watch?v=RC-yBQH7tOA,9
Thomas Been,Chief Marketing Officer,DataStax,https://www.youtube.com/watch?v=nqG0Xfs8uA8,9
John Kreisa,CMO,Couchbase,https://www.youtube.com/watch?v=yJpCravqCJk,9
Matt Carter,CMO,Releasehub,https://www.youtube.com/watch?v=CQEM0li5rmQ,9
Ashley Kramer,Chief Marketing Officer & Chief Product Officer,Sisense,https://www.youtube.com/watch?v=I0ooZnypHVQ,9
Mandy Dhaliwal,CMO,Boomi,https://www.youtube.com/watch?v=3-J9Jo7uZbI,9
Brian Mullen,Chief Marketing Officer,InfluxData,https://www.youtube.com/watch?v=3EtoGjpoFjc,9
Arwa Kaddoura,Chief Revenue Officer,InfluxData,https://www.youtube.com/watch?v=3EtoGjpoFjc,9
Chris Port,COO,Boomi,https://www.youtube.com/watch?v=Nilshpvyvy4,9
Isabelle Guis,CMO,Commvault,https://www.youtube.com/watch?v=KYC_JGx5wkM,9
Carol Carpenter,Senior Vice President and Chief Marketing Officer,VMware,https://www.youtube.com/watch?v=5KcRXgaimYU,9
Jim Kruger,CMO,Veeam,https://www.youtube.com/watch?v=OdrhPIBgZoE,9
Ajay Khanna,Chief Marketing Officer,Explorium,https://www.youtube.com/watch?v=PSzKHPpc16w,9
Maria Winans,CMO,Kyndryl,https://www.youtube.com/watch?v=1UbxgYV4uB0,9
John Maddison,CMO and EVP of Product,Fortinet,https://www.youtube.com/watch?v=b9nGNKqU2TM,9
Beth Davidson,CMO,Agero,https://www.youtube.com/watch?v=Qtb-UFbSbms,9
Raj Behara,VP and CTO,Agero,https://www.youtube.com/watch?v=Qtb-UFbSbms,9
Norman Guadagno,Chief Marketing Officer,Acoustic,https://www.youtube.com/watch?v=_1qsRRiJYjA,9
Eric Herzog,Chief Marketing Officer & VP of Global Storage Channels,IBM,https://www.youtube.com/watch?v=IVAgRxRyCW8,9
Tim Minihan,"EVP of Strategy, Chief Marketing Officer",Citrix,https://www.youtube.com/watch?v=XhQElqVp6hA,9
Brian Reagan,CMO,Actifio,https://www.youtube.com/watch?v=SrEsTKDmgp0,9
Marissa Freeman,Chief Brand Officer,HPE,https://www.youtube.com/watch?v=AlZt-HBtSeg,9
Danny Allan,CTO,Veeam,https://www.youtube.com/watch?v=oqtF2KgkUMw,9
Michelle Peluso,SVP Digital Sales & Chief Marketing Officer,IBM,https://www.youtube.com/watch?v=PtpNCBu-hN4,9
Peter Guagenti,Chief Marketing Officer,Cockroach Labs,https://www.youtube.com/watch?v=M_SkO9mYV2U,9
Paul Forte,Chief Revenue Officer,Actifio,https://www.youtube.com/watch?v=4j2KKxBBLv4,9
Maria Winanas,"CMO, North America",IBM,https://www.youtube.com/watch?v=qhAY5tNikuI,9
Vittorio Viarengo,Interim CMO,McAfee,https://www.youtube.com/watch?v=thqcKGlovLM,9
Riadh Dridi,CMO,Automation Anywhere,https://www.youtube.com/watch?v=mwsWP9lxKrE,9
Caroline Japic,CMO,Kenna Security,https://www.youtube.com/watch?v=8NBAkJMA0sM,9
Eric Herzog,CMO & VP Global Channels,IBM Storage,https://www.youtube.com/watch?v=o-nsUQOrHTY,9
Lynn Lucas,CMO,Cohesity,https://www.youtube.com/watch?v=jjK51ry0CZY,9
Chandar Pattabhiram,CMO,Coupa,https://www.youtube.com/watch?v=yM2cpUc1vgY,9
Annie Weckesser,CMO,Uniphore,https://www.youtube.com/watch?v=RiobNN-i2dU,9
Rip Gerber,Chief Marketing and Innovation Officer,Vlocity,https://www.youtube.com/watch?v=orXRpTBggLQ,9
Carrie Palin,CMO,Splunk,https://www.youtube.com/watch?v=byYQYnypDsc,9
Scott Hebner,Vice President & CMO,IBM Data & AI,https://www.youtube.com/watch?v=AQw62zAq7Lw,9
Chris Powell,CMO,Commvault,https://www.youtube.com/watch?v=h1GPsSVcCMs,9
Gaidar Magdanurov,CMO & Chief Cyber Strategy Officer,Acronis,https://www.youtube.com/watch?v=8dzxiJ8sSKM,9
Anna Griffin,CMO,Smartsheet,https://www.youtube.com/watch?v=LaZU2X5R6_E,9
Graham Breeze,Field CTO,Tintri by DDN,https://www.youtube.com/watch?v=jejNkMxPYJ0,9
Mario Blandini,CMO & Chief Evangelist,Tintri by DDN,https://www.youtube.com/watch?v=jejNkMxPYJ0,9
Todd Forsythe,CMO,Veritas,https://www.youtube.com/watch?v=cs-eHzSaCYU,9
Doc D’Errico,CMO,Infinidat,https://www.youtube.com/watch?v=dx4hSN5yyJw,9
Robin Matlock,CMO,VMware,https://www.youtube.com/watch?v=ARukuXEJk5c,9
Gary Conway,CMO,Automation Anywhere,https://www.youtube.com/watch?v=L2Gw7W-Tov8,9
Gregory Ness,CMO,Tempered Networks,https://www.youtube.com/watch?v=0Joxcd6lhic,9
Ryan Kam,CMO,Five9,https://www.youtube.com/watch?v=Z8UOD28pZM4,9
Marie Hattar,CMO,Keysight,https://www.youtube.com/watch?v=h3y6qxOC7sE,9
Meagen Eisenberg,CMO,TripActions,https://www.youtube.com/watch?v=xjz-NWnIeJc,9
Murali Nemani,CMO,ScienceLogic,https://www.youtube.com/watch?v=R45wobxqmGs,9
Sally Jenkins,EVP & CMO,Informatica,https://www.youtube.com/watch?v=9jwu0Q878G0,9
Alicia Tillman,CMO,SAP,https://www.youtube.com/watch?v=B3ZB0ymbXMk,9
Ben Gibson,Chief Marketing Officer,Nutanix,https://www.youtube.com/watch?v=fNZgmWb6008,9
Allison Dew,CMO,Dell Technologies,https://www.youtube.com/watch?v=bAEmtntOaRs,9
Sara Varni,CMO,Twilio,https://www.youtube.com/watch?v=ddP43vhGcxA,9
Micheline Nijmeh,CMO,Zscaler,https://www.youtube.com/watch?v=9-15w8tfCqk,9
Radhesh Menon,CMO,Robin.io,https://www.youtube.com/watch?v=s7VaHEspI7E,9
Joyce Kim,CMO,Arm,https://www.youtube.com/watch?v=RDozwF6Ddn8,9
Tim Minahan,EVP of Business Strategy and CMO,Citrix,https://www.youtube.com/watch?v=GgG3bzKPYNw,9
Joel Horwitz,CMO,WANdisco,https://www.youtube.com/watch?v=fq5Y4zkaXHU,9
Steve Pappas,SVP and CMO,Panviva,https://www.youtube.com/watch?v=2JOc1cSQXrQ,9
Tom Murphy,Chief Marketing Officer,Turbonomic,https://www.youtube.com/watch?v=DCE9aR2kga0,9
Simon Townsend,Chief Marketing Officer EMEA,IGEL,https://www.youtube.com/watch?v=zhIAUxybAcE,9
Jean English,Senior Vice President and Chief Marketing Officer,NetApp,https://www.youtube.com/watch?v=ualozF4rCog,9
Brian Goldfarb,CMO,Splunk,https://www.youtube.com/watch?v=xVrJe4ncRQw,9
Karen Leavitt,Chief Marketing Officer,Locus Robotics,https://www.youtube.com/watch?v=wra9Gi5iXd0,9
Meagen Eisenberg,CMO,MongoDB,https://www.youtube.com/watch?v=kiz_gFEP_7k,9
Gil Levonai,Chief Marketing Officer,Zerto,https://www.youtube.com/watch?v=73jd9HMQUwg,9
Kate Hutchison,Chief Marketing Officer,Veeam,https://www.youtube.com/watch?v=XBU2erWRwls,9
Nancy Pearson,CMO,IBM Cloud,https://www.youtube.com/watch?v=ndDYjJCfUBc,9
John Bara,CMO & President,Mintigo,https://www.youtube.com/watch?v=bTSFqIFJqrs,9
Jack Norris,CMO,MapR,https://www.youtube.com/watch?v=RMGidzipxf8,9
Lynn Vojvodich,CMO,Salesforce,https://www.youtube.com/watch?v=uOscALSrGm0,9
Eric Herzog,CMO & SVP of Alliances,Violin Memory,https://www.youtube.com/watch?v=CMzv71swatY,9
David Gibson,CMO,Varonis,https://www.youtube.com/watch?v=DZ9aWxLSm5w,9
Bruno Aziza,CMO,Alpine Data Labs,https://www.youtube.com/watch?v=QGK1smZGEkQ,9
Steve Sommer,CMO,Splunk,https://www.youtube.com/watch?v=cYCbdwppsng,9
Elissa Fink,CMO,Tableau,https://www.youtube.com/watch?v=qLxbhk3U_7w,9
Rick Jackson,CMO,Rackspace,https://www.youtube.com/watch?v=dQ25Nj6w8Bw,9
Beth Comstock,CMO,GE,https://www.youtube.com/watch?v=JCSQeVImbKQ,9
Beth White,CMO,ServiceNow,https://www.youtube.com/watch?v=359buNsYgO4,9
Sanjay Sarathy,CMO,Sumo Logic,https://www.youtube.com/watch?v=xLzC7euPAyw,9
Rick Jackson,CMO,VMware,https://www.youtube.com/watch?v=T8fSG4oK48U,9
Jeremy Burton,CMO,EMC,https://www.youtube.com/watch?v=P77PqfzhiLM,9
David Parsons,VP - Global Alliances & CMO,CSC,https://www.youtube.com/watch?v=Ct9AcyRMrOo,9
Anubhav Saxena,CMO,HCL,https://www.youtube.com/watch?v=FNNStsNemyg,9
—,Chief Marketing Officer,VMware,https://www.youtube.com/watch?v=v8VDv43SzAk,9
Lauren Flaherty,EVP & CMO,Juniper Networks,https://www.youtube.com/watch?v=MzTdmXmGYVs,9
Dan Roger,Chief Marketing Officer,ServiceNow,https://www.youtube.com/watch?v=owPlKiH_qgk,9
Mark Boulton,CMO,IFS,https://www.youtube.com/watch?v=nKOhl6Ejejk,9
Dr. Markus Reheis,CMO,Gabor Shoes,https://www.youtube.com/watch?v=FerBo8ZdOsU,9
Eric Herzog,CMO & VP of Global Channels,IBM Storage Systems,https://www.youtube.com/watch?v=VxHEPhLX-kE,9
Eric Herzog,CMO & VP of Worldwide Storage Channels,IBM Storage Channels,https://www.youtube.com/watch?v=TrlGa3YEqDk,9
Dan Rogers,CMO,ServiceNow,https://www.youtube.com/watch?v=L0y_LZ3TaAU,9
Robson Grieve,Chief Marketing Officer,New Relic Inc.,https://www.youtube.com/watch?v=A7s5rT6tQmY,9
Nancy Pearson,CMO,OpenLink,https://www.youtube.com/watch?v=BC5m_miiVt8,9
Lawrence Schwartz,CMO,SoftwareONE,https://www.youtube.com/watch?v=akdbPtQiZrg,9
Simon West,CMO,Cyxtera,https://www.youtube.com/watch?v=gJmCYOQuroQ,9
Matt Morgan,CMO,Druva,https://www.youtube.com/watch?v=Wtc_A6NamgY,9
Josh Epstein,CMO,Kaminario,https://www.youtube.com/watch?v=tWNIGOII4AM,9
Eyal David,CTO,Kaminario,https://www.youtube.com/watch?v=tWNIGOII4AM,9
Matthew Morgan,CMO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to,9
David Gee,CMO,Zuora,https://www.youtube.com/watch?v=tx1L51WXrc0,9
Itamar Ankorion,CMO,Attunity,https://www.youtube.com/watch?v=eUccjH2UYCU,9
David Hseih,CMO,Qubole,https://www.youtube.com/watch?v=R666aLzZWT4,9
Matt Howard,Executive VP & CMO,Sonatype,https://www.youtube.com/watch?v=R01xef1dYAg,9
Jeremy Burton,CMO,Dell,https://www.youtube.com/watch?v=O7dYr7XP_dA,9
Kristen O'Hara,Chief Marketing Officer for Global Media,Time Warner,https://www.youtube.com/watch?v=EsYl_Txwhac,9
Manish Gupta,Chief Marketing Officer,Redis Labs,https://www.youtube.com/watch?v=gCaYy-kYSeA,9
Bobby Patrick,CMO,HPE Cloud,https://www.youtube.com/watch?v=RULJUGmz44k,9
Randy Arseneau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Eg3NCDVAITs,9
Marie Hattar,CMO,Ixia,https://www.youtube.com/watch?v=22sAY8oHcBo,9
Steve Pao,CMO,Igneous Systems,https://www.youtube.com/watch?v=cVhBBBLGFb8,9
John Magee,"CMO, Predix",General Electric,https://www.youtube.com/watch?v=i47gqRqQVvA,9
Randy Arsenau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0,9
Matt McDonough,SVP of Product,Couchbase,https://www.youtube.com/watch?v=RxK4bplhGYw,7
Thomas Cornely,SVP Product Management,Nutanix,https://www.youtube.com/watch?v=v_Pez3nFY08,7
Bob Parker,"SVP Industry, Software & Services Research",IDC,https://www.youtube.com/watch?v=v_Pez3nFY08,7
Brandon Nott,Senior Vice President of Product,UiPath,https://www.youtube.com/watch?v=SJFpjG_J6W0,7
Will Corkery,SVP of Sales,Boomi,https://www.youtube.com/watch?v=dlbaoqFgZOo,7
Monica Kumar,"SVP, Product & Solutions Marketing",Nutanix,https://www.youtube.com/watch?v=fNZgmWb6008,7
Laura Ipsen,GM and SVP of Oracle Marketing Cloud,Oracle,https://www.youtube.com/watch?v=EsYl_Txwhac,7
Julia Chen,"Vice President, AWS Partner Core",AWS,https://www.youtube.com/watch?v=VkMVaML9yBc,6
Danielle Goode Coady,VP of Marketing,Index Engines,https://www.youtube.com/watch?v=yOyt1xUZuSI,6
Sanjay Kumar,VP of Products & Marketing,Arrcus,https://www.youtube.com/watch?v=8ZhmX5YFDOg,6
Akanksha Mehrotra,"Corporate VP, AI & Enterprise Marketing",AMD,https://www.youtube.com/watch?v=Qcr0kreCqcI,6
Craig Le Clair,"VP, Principal Analyst",Forrester Research,https://www.youtube.com/watch?v=dUPuYKVOeWM,6
Justin Boitano,VP Enterprise AI,Nvidia,https://www.youtube.com/watch?v=goRuYv7mcC0,6
Jason Netwon,VP Global Marketing,HPE,https://www.youtube.com/watch?v=Yr9hzrbnw1s,6
Ravi Kandikonda,Senior VP of Marketing,Zillow,https://www.youtube.com/watch?v=NHH2dtMVYjE,6
Vedat Akgun,"VP, Data Science and AI",Teradata,https://www.youtube.com/watch?v=xpQPPGeMJLM,6
Mani Dasgupta,VP Marketing,IBM,https://www.youtube.com/watch?v=tQ9X6XYMOHU,6
Calline Sanchez,Vice President,IBM Worldwide Systems Lab Services,https://www.youtube.com/watch?v=DEHUqmEwFeg,6
Joe Damassa,"VP Strategy, Offerings - Hybrid Cloud Services",IBM,https://www.youtube.com/watch?v=R45wobxqmGs,6
Dayna Rothman,VP of Marketing,Mesosphere,https://www.youtube.com/watch?v=vkbsWzV16kE,6
Siki Giunta,VP of Cloud Division,CSC,https://www.youtube.com/watch?v=epdon21Mv6c,6
Antony Bourne,VP Global Industry Solutions,IFS,https://www.youtube.com/watch?v=nKOhl6Ejejk,6
Mike Errity,VP North America,IBM Resiliency Services,https://www.youtube.com/watch?v=qM4-UKzu05A,6
Karen Steele,GVP Corporate Marketing,Marketo,https://www.youtube.com/watch?v=ZeJ8b3nORZU,6
Steve Kenniston,VP of Product Marketing,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0,6
Jan Murry,Director of Internal Audit,GE Aerospace,https://www.youtube.com/watch?v=9N7AqZLq5ic,5
Christophe Bertrand,Principal Analyst,theCUBE Research,https://www.youtube.com/watch?v=gnGkHUaNqL8,5
Lisa Varela-Schutes,Public Sector Practice Leader & Sales Manager,Ingram Micro Cloud,https://www.youtube.com/watch?v=3wKAUO6LTOE,5
Costa Kladianos,Head of Technology,San Francisco 49ers,https://www.youtube.com/watch?v=kIDWket1tpQ,5
Peter Linder,Head of Thought Leadership – North America,Ericsson,https://www.youtube.com/watch?v=5VFpCQnAGg8,5
Paola Menegon,Head of Strategic Opportunities/Alliances,Aruba,https://www.youtube.com/watch?v=LIZMEVMLM0w,5
Ted Marena,"Director, Market Development GPU AI Data Center OEM/ODMs",AMD,https://www.youtube.com/watch?v=Yl7jJdT2XY0,5
Mona Chadha,Director of Category Management,AWS,https://www.youtube.com/watch?v=g8tEN9zNw-A,5
Pete Brey,Global Product Executive,IBM,https://www.youtube.com/watch?v=UzvUxAqSXVo,5
Ed Macosky,Head of Product,Boomi,https://www.youtube.com/watch?v=3-J9Jo7uZbI,5
Rick Vanover,Senior Director Product Strategy,Veeam,https://www.youtube.com/watch?v=ybSXkqKA0RQ,5
Marc Creviere,Principal Systems Engineer,US Signal,https://www.youtube.com/watch?v=dx4hSN5yyJw,5
Carl Eschenbach,Partner,Sequoia Capital,https://www.youtube.com/watch?v=mYMlwy8ZKuQ,5
Arvind Rajagopalan,Director - Global Technology Services,Verizon,https://www.youtube.com/watch?v=eUccjH2UYCU,5
Vik Kathuria,"Global Agency Partnerships, OMB",Oracle,https://www.youtube.com/watch?v=ZkjIeeMdvCk,5
